time,log_danger
0.0,0.9068268746170266
0.0168067226890756,0.6430298287962796
0.0169491525423728,0.8086458842258717
0.0336134453781512,0.6449526915185351
0.0338983050847457,0.8064956860434986
0.0504201680672268,0.6468837900981749
0.0508474576271186,0.8045094203517751
0.0672268907563025,0.6488231481254765
0.0677966101694915,0.8026805916054369
0.0840336134453781,0.6507707894205341
0.0847457627118644,0.801003493194436
0.1008403361344537,0.6527267380515757
0.1016949152542373,0.7994731004106842
0.1176470588235294,0.6546910183544172
0.1186440677966101,0.7980849798091257
0.134453781512605,0.6566636549530687
0.135593220338983,0.7968352121916983
0.1512605042016806,0.6586446727815624
0.1525423728813559,0.7957203269777843
0.1680672268907563,0.6606340971070607
0.1694915254237288,0.794737246145997
0.1848739495798319,0.6626319535542994
0.1864406779661017,0.7938832362664087
0.2016806722689075,0.6646382681314339
0.2033898305084746,0.793155867409084
0.2184873949579832,0.6666530672573361
0.2203389830508474,0.7925529779294044
0.2352941176470588,0.6686763777904378
0.2372881355932203,0.7920726443040753
0.2521008403361344,0.6707082270591573
0.2542372881355932,0.7917131553330187
0.2689075630252101,0.6727486428940159
0.2711864406779661,0.7914729901378363
0.2857142857142857,0.6747976536614847
0.288135593220339,0.7913507994828817
0.3025210084033613,0.6768552882996801
0.3050847457627119,0.7913453900237339
0.3193277310924369,0.6789215763559465
0.3220338983050847,0.7914557111537672
0.3361344537815126,0.6809965480264552
0.3389830508474576,0.7916808441747094
0.3529411764705882,0.6830802341978798
0.3559322033898305,0.7920199935637737
0.3697478991596638,0.685172666491252
0.3728813559322034,0.7924724801498898
0.3865546218487394,0.6872738773081025
0.3898305084745763,0.7930377360457452
0.4033613445378151,0.6893838998789625
0.4067796610169492,0.7937153012123014
0.4201680672268907,0.6915027683143795
0.423728813559322,0.794504821558653
0.4369747899159664,0.6936305176584974
0.4406779661016949,0.7954060485036576
0.453781512605042,0.6957671839453735
0.4576271186440678,0.7964188399470004
0.4705882352941176,0.6979128042581146
0.4745762711864407,0.7975431626171495
0.4873949579831932,0.7000674167909836
0.4915254237288136,0.7987790957821228
